student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
2695,21,Male,Undergraduate,7.71,5.71,1.63,0.83,1.18,4.14,5.27,31,337,Yes,Yes,Excellent,50.0,44.37,61.27,63.54,10.01
2696,20,Female,Undergraduate,7.86,2.67,4.85,3.98,2.31,8.84,9.57,33,93,No,Yes,Poor,75.38,60.77,81.79,73.81,68.3
2697,24,Male,High School,0.9,5.66,1.41,0.84,4.42,5.66,3.04,93,195,Yes,Yes,Good,91.4,14.29,86.92,10.3,62.0
2698,19,Female,Undergraduate,4.16,5.23,2.51,3.63,1.66,4.37,4.18,61,384,No,Yes,Good,47.03,64.52,58.83,0.97,19.45
2699,19,Female,High School,4.47,1.44,1.7,0.81,3.16,4.81,4.25,68,27,No,No,Average,54.03,25.9,50.38,18.58,78.75
2700,17,Other,Undergraduate,5.73,0.86,4.97,4.17,0.12,8.67,4.95,20,166,Yes,No,Good,46.42,33.17,43.48,66.96,26.85
2701,21,Other,High School,7.99,2.91,1.26,4.98,0.66,4.82,6.56,78,223,Yes,Yes,Good,77.8,5.59,9.87,8.71,3.3
2702,24,Other,High School,3.2,3.39,1.28,4.55,3.77,8.83,2.21,45,288,No,Yes,Good,38.44,31.26,59.87,82.41,9.03
2703,24,Female,Postgraduate,7.69,5.49,1.58,3.44,4.78,5.19,9.44,88,224,Yes,No,Excellent,13.81,25.13,64.61,8.47,82.42
2704,24,Female,Undergraduate,1.48,5.37,1.94,5.19,0.27,8.11,4.63,24,329,Yes,Yes,Poor,4.71,56.12,0.28,6.97,93.74
2705,21,Male,High School,4.23,1.04,4.44,2.47,2.15,5.58,3.63,50,78,Yes,No,Poor,20.85,73.0,70.19,46.08,18.76
2706,23,Other,Postgraduate,4.98,3.43,3.72,2.19,3.33,6.26,6.7,32,379,No,No,Average,59.43,76.49,10.55,21.56,61.43
2707,20,Female,Postgraduate,4.25,5.09,4.73,0.06,3.3,6.63,9.9,78,123,No,No,Poor,37.5,49.06,2.74,40.93,33.8
2708,25,Female,Undergraduate,5.96,2.71,3.14,4.13,4.4,5.65,5.43,109,281,Yes,Yes,Excellent,14.21,54.51,17.54,61.79,59.24
2709,20,Female,High School,6.51,4.19,3.09,1.29,2.65,6.3,2.47,73,327,No,Yes,Good,69.5,65.66,10.26,80.04,42.05
2710,25,Other,Undergraduate,3.42,1.43,1.59,5.24,3.33,8.31,8.14,15,72,No,No,Good,83.88,50.82,64.36,56.63,67.05
2711,23,Male,Postgraduate,7.15,5.94,3.9,2.51,3.19,5.0,9.14,25,26,No,No,Excellent,28.33,80.98,82.67,64.97,79.36
2712,22,Male,High School,6.94,5.86,4.01,5.2,3.59,7.31,8.7,11,209,No,No,Poor,88.96,21.88,57.35,91.02,87.61
2713,18,Female,Postgraduate,7.14,2.96,1.66,3.87,2.1,6.01,7.27,109,17,Yes,Yes,Good,13.63,34.05,7.44,24.36,0.24
2714,20,Other,Undergraduate,4.9,5.45,1.65,1.28,0.98,5.84,5.52,108,205,No,Yes,Good,51.1,39.3,41.91,1.14,93.06
2715,19,Male,Postgraduate,5.78,4.75,0.4,5.55,3.94,6.44,8.96,91,42,No,Yes,Good,8.95,89.67,88.1,5.12,94.75
2716,24,Male,Undergraduate,1.47,1.01,0.9,0.75,1.84,4.17,2.29,63,281,Yes,No,Good,91.37,75.05,94.91,73.16,60.3
2717,19,Male,Postgraduate,6.31,1.33,3.25,5.15,0.69,6.73,2.83,87,32,No,Yes,Good,68.79,33.57,42.68,25.3,96.62
2718,17,Male,High School,7.6,3.6,1.74,4.89,1.45,8.5,6.18,31,371,Yes,Yes,Excellent,62.04,10.68,18.23,17.02,41.6
2719,25,Other,Postgraduate,4.8,3.02,1.07,5.46,1.4,6.02,9.33,93,73,No,Yes,Excellent,26.38,16.25,63.46,31.23,3.49
2720,23,Male,Postgraduate,6.63,3.04,4.17,5.67,2.53,5.73,8.36,114,135,Yes,No,Good,17.23,7.11,58.67,15.29,25.39
2721,21,Female,Postgraduate,7.86,1.97,0.69,5.22,1.43,7.14,3.06,109,227,Yes,Yes,Good,76.01,45.87,38.51,40.6,46.69
2722,18,Other,Postgraduate,6.92,5.95,1.77,1.89,2.28,8.64,3.86,4,145,Yes,Yes,Good,32.19,75.91,23.89,74.37,26.94
2723,22,Other,Postgraduate,0.69,2.87,2.41,2.38,3.33,6.81,8.22,109,100,Yes,No,Good,60.43,5.41,26.5,28.81,73.83
2724,24,Female,High School,1.67,2.08,1.28,3.14,4.5,7.0,7.36,40,368,No,Yes,Good,67.84,67.64,6.12,76.4,35.22
2725,21,Other,High School,6.38,4.5,4.14,3.02,3.72,4.23,6.93,24,94,Yes,Yes,Excellent,97.64,30.18,54.31,32.42,10.04
2726,20,Other,Postgraduate,4.25,3.65,0.19,3.71,1.11,4.34,9.7,64,273,Yes,No,Good,74.79,70.91,81.89,22.27,95.65
2727,24,Male,High School,4.42,3.97,0.25,5.39,3.03,7.93,2.51,40,399,Yes,Yes,Poor,97.11,12.51,3.96,46.78,67.18
2728,24,Other,Postgraduate,4.45,3.38,4.01,1.5,1.14,5.34,5.71,36,144,No,Yes,Excellent,42.18,46.92,65.44,71.16,3.42
2729,23,Female,High School,4.43,3.15,3.6,4.72,0.36,7.84,2.36,46,291,Yes,No,Excellent,2.95,70.89,59.9,88.13,22.8
2730,20,Female,Undergraduate,4.6,5.04,4.37,1.23,2.02,7.43,5.07,1,337,No,Yes,Poor,72.44,75.1,40.05,42.84,6.16
2731,23,Other,High School,1.26,0.65,1.13,0.85,1.92,7.37,4.85,35,296,No,Yes,Good,68.93,62.32,51.42,75.99,61.27
2732,20,Male,High School,3.94,3.54,3.04,1.37,1.43,4.4,4.42,63,47,Yes,Yes,Good,33.13,39.39,37.2,61.98,73.17
2733,21,Other,High School,0.96,3.65,2.19,5.62,4.83,6.02,3.08,41,328,No,No,Average,37.7,16.56,78.64,89.87,62.78
2734,17,Male,Postgraduate,0.76,5.25,2.83,4.59,0.04,7.41,2.46,82,151,Yes,No,Average,20.79,22.29,84.45,3.48,5.5
2735,20,Male,Postgraduate,0.74,1.39,0.06,5.02,2.46,6.32,5.4,102,117,Yes,No,Poor,92.1,89.32,18.42,23.69,36.64
2736,21,Male,High School,6.54,3.87,4.34,5.72,4.08,4.47,5.08,52,180,No,No,Poor,21.54,27.09,29.14,33.31,21.01
2737,17,Female,Postgraduate,4.78,0.98,2.03,5.24,4.89,7.96,9.39,97,178,Yes,No,Poor,96.92,90.33,73.83,71.05,72.07
2738,24,Female,High School,3.37,5.12,1.01,3.98,1.46,6.86,7.86,42,262,Yes,Yes,Good,56.53,24.74,11.05,68.42,43.83
2739,22,Other,Postgraduate,7.51,3.42,2.62,4.21,3.74,4.81,7.14,6,128,No,Yes,Average,81.44,13.08,70.52,43.5,30.94
2740,24,Female,High School,7.3,3.9,1.37,3.79,3.47,7.86,2.6,68,146,No,No,Excellent,9.97,71.18,67.31,74.33,85.19
2741,23,Male,High School,4.03,1.12,2.59,2.31,0.33,8.7,8.74,87,173,Yes,Yes,Excellent,64.94,73.76,47.05,42.54,62.65
2742,20,Male,Undergraduate,5.66,3.54,0.08,1.49,1.74,8.49,7.92,25,229,No,No,Good,87.39,83.19,34.97,55.33,42.39
2743,22,Female,Undergraduate,7.49,0.6,2.51,2.18,0.48,4.67,5.23,25,343,Yes,Yes,Excellent,46.46,87.05,53.27,94.27,51.17
2744,21,Female,Undergraduate,6.86,4.47,4.75,3.97,3.31,8.54,7.51,47,223,Yes,Yes,Excellent,94.86,29.57,25.37,96.38,8.07
2745,23,Female,High School,5.92,2.81,0.38,0.56,2.89,4.74,2.97,117,106,Yes,No,Poor,4.34,78.17,24.14,92.05,58.95
2746,19,Other,Postgraduate,2.58,2.73,0.16,5.31,2.2,4.89,6.02,47,166,No,Yes,Good,34.49,91.39,87.08,5.24,33.58
2747,17,Male,High School,6.42,4.74,4.51,0.6,0.48,4.25,8.04,79,324,Yes,Yes,Poor,90.46,15.81,90.05,90.2,31.34
2748,23,Female,Postgraduate,5.04,2.36,3.06,0.74,3.96,7.96,8.98,47,166,No,Yes,Good,81.48,43.15,91.05,0.93,60.79
2749,17,Other,High School,2.11,2.3,4.52,5.75,1.71,8.81,2.23,83,47,No,Yes,Good,16.86,29.14,98.6,33.33,34.59
2750,23,Female,Postgraduate,5.47,5.45,4.01,5.76,3.31,6.72,2.47,12,46,Yes,No,Good,32.14,64.21,30.14,98.66,54.94
2751,20,Male,Postgraduate,6.4,5.58,4.03,4.15,2.01,7.91,3.88,119,179,Yes,No,Average,92.04,9.29,28.77,73.54,92.78
2752,24,Female,Postgraduate,7.14,1.94,4.21,0.91,3.68,4.45,6.12,35,250,Yes,Yes,Average,16.22,77.82,46.15,58.12,72.83
2753,25,Male,Undergraduate,7.14,2.72,1.11,5.63,4.69,4.09,3.64,118,18,Yes,No,Good,9.3,15.79,57.6,91.65,28.14
2754,18,Female,Postgraduate,6.35,1.98,3.36,5.3,2.06,4.29,9.24,69,202,Yes,No,Poor,61.05,39.19,15.53,82.15,53.41
2755,19,Other,Postgraduate,6.3,1.27,0.34,3.24,0.0,6.19,3.93,6,118,No,No,Average,15.49,43.22,45.07,99.48,77.32
2756,23,Male,Undergraduate,4.83,3.43,2.56,3.56,1.59,6.23,5.64,96,5,No,Yes,Poor,63.04,19.26,47.28,77.68,2.29
2757,23,Female,Postgraduate,6.24,1.88,1.93,0.24,3.13,7.76,5.94,117,280,Yes,Yes,Good,80.36,15.45,5.22,39.02,58.43
2758,25,Other,High School,4.57,5.39,2.13,2.91,1.82,4.6,8.33,64,105,Yes,No,Excellent,23.39,45.81,73.21,65.5,56.04
2759,24,Male,High School,2.53,5.0,3.07,2.11,4.45,4.01,9.16,58,94,No,No,Average,36.06,87.94,42.61,76.08,56.32
2760,25,Female,High School,2.63,0.92,2.85,2.01,1.45,7.48,7.53,77,35,Yes,No,Average,9.54,57.16,36.64,14.51,17.15
2761,24,Male,Postgraduate,1.21,1.61,3.76,0.78,1.32,6.58,6.44,55,2,Yes,No,Good,56.36,27.83,18.5,29.57,39.61
2762,17,Other,Postgraduate,6.21,5.83,3.21,0.25,2.25,5.77,8.0,13,227,No,No,Good,34.84,0.7,33.96,82.61,22.57
2763,19,Female,Undergraduate,6.69,2.4,4.45,4.14,0.74,6.05,4.76,51,246,No,Yes,Average,89.67,72.73,26.77,75.79,79.81
2764,25,Other,Postgraduate,2.66,5.77,2.21,3.91,2.62,8.96,5.13,42,131,Yes,No,Average,81.49,77.47,5.2,7.38,50.27
2765,24,Other,High School,0.95,2.33,4.76,2.15,4.55,6.44,4.98,48,55,No,Yes,Average,13.18,45.34,83.55,57.24,24.31
2766,25,Female,Undergraduate,1.77,1.33,1.3,2.1,4.78,7.93,2.46,84,45,Yes,Yes,Poor,75.31,86.89,29.22,63.74,18.82
2767,20,Male,Postgraduate,0.96,5.86,3.45,4.8,0.13,6.51,7.3,49,94,No,Yes,Poor,33.26,27.75,75.16,40.68,51.84
2768,22,Male,High School,2.76,4.45,1.0,1.18,1.0,6.87,2.92,101,396,No,No,Good,11.6,20.71,20.97,83.49,25.41
2769,19,Other,High School,2.96,1.27,2.98,2.51,3.69,4.82,6.66,13,152,No,No,Average,68.33,6.46,48.57,46.45,58.24
2770,22,Male,Undergraduate,0.77,5.82,1.47,3.5,0.51,6.08,7.45,29,253,Yes,Yes,Average,37.05,17.55,22.99,66.58,96.65
2771,24,Female,High School,1.33,5.34,1.5,5.53,3.78,8.29,5.69,83,284,No,Yes,Excellent,0.53,50.8,23.45,50.81,83.95
2772,17,Male,High School,6.46,5.18,2.39,2.11,4.28,8.18,5.51,73,9,Yes,No,Average,74.2,99.32,89.1,45.74,73.16
2773,25,Male,High School,4.4,3.84,0.74,2.1,3.11,4.95,5.38,4,30,No,No,Excellent,16.86,70.52,59.77,92.04,94.25
2774,24,Female,High School,7.88,4.48,0.51,3.31,2.96,5.52,4.5,49,83,No,Yes,Good,1.41,41.35,62.69,87.43,3.94
2775,20,Female,Undergraduate,4.6,2.41,3.04,4.89,1.74,8.95,6.13,65,86,Yes,Yes,Average,23.22,7.76,60.67,60.3,57.57
2776,23,Male,Undergraduate,1.22,0.9,4.3,5.51,3.01,7.28,9.19,76,67,No,Yes,Average,44.07,13.94,2.09,56.73,3.43
2777,22,Female,Postgraduate,5.45,0.97,2.19,0.86,3.67,8.3,3.55,93,270,No,Yes,Excellent,89.06,50.02,36.59,41.22,1.94
2778,24,Male,High School,1.05,0.66,3.02,5.71,1.52,8.33,9.9,6,215,Yes,No,Average,61.64,18.86,62.87,24.65,24.41
2779,20,Other,Postgraduate,5.71,2.75,0.15,2.23,3.04,8.76,8.94,86,265,No,No,Excellent,99.43,14.91,31.03,62.01,70.74
2780,23,Male,High School,5.87,5.91,2.88,1.62,3.86,7.87,9.53,3,10,No,No,Average,40.13,17.92,27.76,90.44,48.32
2781,18,Other,High School,7.2,3.68,2.13,1.31,1.4,4.33,9.47,110,254,Yes,No,Average,81.63,45.28,24.24,29.93,75.92
2782,20,Female,High School,5.79,2.77,4.57,1.88,4.11,7.68,5.83,73,0,Yes,No,Poor,33.75,77.74,6.6,25.98,49.21
2783,18,Male,Postgraduate,5.5,5.12,4.36,4.69,0.03,6.18,7.02,3,176,No,No,Good,28.05,41.03,57.15,40.25,56.57
2784,18,Other,Postgraduate,3.28,3.96,2.43,0.7,0.49,7.44,5.12,3,326,No,No,Average,8.03,37.84,45.79,32.79,51.34
2785,17,Other,Postgraduate,2.97,2.37,0.78,2.26,4.86,4.18,4.53,50,206,Yes,No,Poor,83.09,29.91,60.65,94.04,3.55
2786,17,Male,Undergraduate,3.22,0.83,1.47,5.87,3.92,7.2,4.8,65,293,No,No,Excellent,36.55,5.44,41.75,39.64,77.45
2787,20,Female,High School,1.76,3.62,1.57,1.55,4.45,6.33,2.31,21,62,No,No,Average,17.86,10.87,5.81,81.78,96.91
2788,25,Female,Postgraduate,4.56,2.57,4.74,0.12,1.62,7.71,2.31,62,397,No,Yes,Average,4.41,99.03,43.53,35.81,45.43
2789,23,Female,Postgraduate,3.51,4.73,0.43,4.9,2.3,4.22,2.94,34,177,No,No,Good,8.85,17.73,47.81,39.85,82.48
2790,19,Female,High School,7.72,3.91,0.42,0.39,1.22,5.79,2.96,17,200,Yes,Yes,Good,72.48,18.41,49.38,61.34,46.28
2791,17,Female,Postgraduate,5.3,2.66,3.62,1.54,3.92,6.11,6.95,19,99,No,Yes,Poor,58.53,83.62,80.0,89.11,76.02
2792,18,Female,Postgraduate,5.16,4.92,4.76,0.64,0.78,6.0,7.88,12,101,No,No,Average,35.24,72.39,98.53,4.57,80.73
2793,19,Other,Postgraduate,4.29,5.13,3.16,5.62,4.01,7.38,6.88,20,334,Yes,No,Good,37.92,42.59,95.37,1.02,49.61
2794,20,Male,Undergraduate,4.4,1.06,2.79,5.88,2.21,4.95,7.72,87,388,Yes,Yes,Poor,22.53,42.96,65.22,43.28,19.13
2795,17,Other,Undergraduate,2.04,1.93,3.38,2.48,0.58,4.36,4.85,99,361,Yes,Yes,Average,49.83,80.71,89.15,57.73,90.26
2796,17,Male,Postgraduate,5.22,2.91,2.83,1.24,1.4,8.2,7.68,32,336,No,No,Average,38.7,76.46,92.9,23.2,15.2
2797,17,Other,Postgraduate,5.57,5.13,2.84,4.26,3.12,4.64,2.03,65,382,Yes,No,Excellent,24.25,59.27,84.8,4.11,84.03
2798,19,Female,Postgraduate,2.9,2.82,1.42,2.81,1.21,5.07,4.61,79,208,Yes,No,Good,14.91,55.33,72.78,95.86,50.74
2799,24,Male,Postgraduate,2.54,4.84,1.4,0.88,4.89,4.48,7.74,64,389,No,No,Poor,0.11,51.38,14.25,2.93,1.85
2800,19,Other,Postgraduate,5.53,4.1,4.1,5.52,0.34,7.18,4.75,42,346,Yes,Yes,Average,7.72,89.84,37.43,2.13,61.6
2801,19,Male,High School,7.82,4.54,4.19,5.87,4.81,4.06,8.43,0,320,Yes,No,Poor,93.27,79.22,32.16,76.49,13.27
2802,22,Other,High School,2.76,4.09,3.53,4.61,0.93,8.04,3.66,98,0,Yes,Yes,Excellent,86.84,13.74,55.04,13.84,2.24
2803,18,Female,High School,7.18,3.18,0.12,1.29,2.06,6.63,7.13,94,180,No,No,Average,90.81,18.89,61.98,8.84,18.06
2804,22,Male,High School,3.97,1.83,2.45,3.18,3.68,5.64,9.06,91,162,Yes,Yes,Average,21.62,39.56,41.93,96.06,45.65
2805,21,Male,Postgraduate,6.2,2.48,0.42,3.15,1.95,4.26,3.24,105,12,Yes,Yes,Good,74.6,73.21,59.92,83.47,54.03
2806,25,Male,High School,6.39,2.45,1.21,2.97,1.21,6.3,6.97,24,389,No,No,Poor,48.1,98.64,30.63,71.46,91.08
2807,25,Male,Postgraduate,7.53,2.48,4.54,1.47,3.76,8.66,5.33,13,145,No,No,Average,38.22,90.51,43.87,95.28,31.02
2808,20,Other,Postgraduate,4.75,5.87,2.43,4.41,0.11,8.35,5.03,29,344,Yes,No,Poor,66.86,31.1,33.47,5.9,80.26
2809,22,Male,Undergraduate,2.7,1.83,3.66,4.14,2.63,4.51,5.41,41,106,Yes,No,Average,83.66,52.16,14.27,11.44,3.29
2810,20,Female,Undergraduate,1.77,4.89,0.69,2.07,3.08,4.63,4.52,27,198,Yes,No,Poor,93.57,10.89,69.87,7.39,63.29
2811,23,Other,High School,2.73,4.23,1.18,4.41,4.89,5.64,7.7,5,61,No,Yes,Good,19.17,14.65,1.65,37.6,35.53
2812,23,Other,Undergraduate,1.09,2.1,1.04,5.26,2.15,7.18,4.32,38,194,No,Yes,Good,17.11,90.96,34.71,33.61,48.41
2813,20,Male,Undergraduate,0.81,2.17,2.38,4.69,3.79,8.3,5.34,103,307,No,Yes,Excellent,91.8,61.32,93.61,10.57,71.8
2814,22,Other,Postgraduate,5.63,0.72,0.28,0.71,2.81,6.45,8.51,68,118,No,Yes,Average,74.2,54.08,76.68,2.67,30.83
2815,25,Other,Postgraduate,5.26,2.27,0.94,3.52,1.1,6.72,4.3,35,375,Yes,Yes,Poor,13.09,94.91,2.63,87.82,12.54
2816,21,Other,Undergraduate,5.66,3.98,3.53,4.88,2.94,5.34,8.69,82,239,No,No,Average,46.57,38.2,83.75,8.62,55.93
2817,23,Female,High School,2.86,5.96,2.48,3.66,3.64,8.24,5.94,88,3,Yes,Yes,Average,72.72,11.9,0.87,64.14,22.4
2818,18,Other,High School,7.3,5.63,2.8,3.07,1.78,6.3,4.64,82,304,Yes,Yes,Good,65.58,23.72,35.49,14.62,97.48
2819,23,Male,High School,5.16,4.45,1.51,2.79,0.06,5.82,3.92,34,344,No,Yes,Average,54.92,74.18,67.93,73.82,61.93
2820,20,Female,Postgraduate,6.29,1.14,0.43,3.51,0.69,7.71,6.03,45,207,Yes,Yes,Excellent,96.23,45.77,9.92,82.66,42.08
2821,20,Male,Postgraduate,7.66,2.69,2.77,5.81,2.11,5.72,7.14,93,105,No,No,Average,9.24,82.82,21.29,87.4,22.35
2822,23,Male,High School,4.15,2.02,2.51,0.83,2.45,6.24,8.93,66,127,Yes,Yes,Poor,10.2,73.89,79.11,93.96,90.6
2823,21,Female,Undergraduate,5.76,4.58,2.2,5.29,0.02,7.89,4.25,22,105,Yes,No,Poor,97.01,15.84,17.94,33.22,6.53
2824,25,Other,Postgraduate,3.68,1.9,4.69,1.06,3.59,8.19,5.67,99,102,No,No,Average,30.7,83.49,74.17,85.99,45.17
2825,24,Male,High School,7.51,3.3,3.91,2.65,1.91,8.04,2.51,16,33,Yes,Yes,Excellent,10.28,1.9,28.46,5.77,84.07
2826,18,Other,Undergraduate,3.95,3.69,3.45,5.65,2.78,5.25,8.84,65,338,Yes,No,Good,34.57,36.41,98.56,13.11,17.17
2827,19,Female,Postgraduate,4.13,4.85,4.61,4.19,4.35,7.77,6.79,9,304,No,No,Good,99.53,44.63,4.08,91.26,49.18
2828,25,Male,Undergraduate,7.04,3.64,2.98,0.91,1.75,8.96,5.07,17,262,Yes,Yes,Poor,46.33,66.01,96.17,96.03,91.97
2829,21,Other,Undergraduate,4.54,1.26,0.13,2.17,3.03,7.88,4.9,29,207,No,No,Average,93.71,7.69,54.94,41.2,76.37
2830,21,Female,Undergraduate,7.65,2.94,2.96,2.73,4.8,7.47,9.29,92,254,Yes,Yes,Good,61.72,9.86,79.87,52.3,16.8
2831,18,Female,High School,3.9,5.51,3.13,4.67,1.56,6.07,4.91,36,81,No,No,Average,84.5,85.44,6.11,53.1,61.76
2832,18,Male,Postgraduate,2.08,5.71,3.97,1.68,2.95,7.0,6.68,55,171,No,Yes,Good,36.38,71.77,62.19,72.75,31.69
2833,22,Female,Postgraduate,4.86,4.26,2.9,3.37,0.66,4.47,3.48,111,281,Yes,Yes,Average,52.92,82.94,92.24,25.81,56.51
2834,22,Other,Postgraduate,0.58,4.37,1.1,5.68,0.83,8.74,2.05,15,388,No,Yes,Good,58.14,49.03,30.73,0.03,68.36
2835,22,Female,High School,4.1,3.31,0.51,4.92,2.93,4.01,2.38,11,13,No,No,Poor,69.07,16.58,88.54,99.26,87.25
2836,19,Male,Postgraduate,3.45,3.18,0.05,5.01,1.09,6.87,3.02,107,18,Yes,Yes,Poor,19.91,31.91,20.27,99.79,16.36
2837,19,Female,Undergraduate,0.74,0.77,3.28,5.48,1.39,4.72,6.74,66,71,No,Yes,Good,49.29,52.45,20.31,78.21,27.29
2838,19,Other,High School,6.86,2.71,4.59,3.57,4.41,7.53,8.67,28,381,Yes,Yes,Good,54.94,39.57,57.9,92.38,65.63
2839,23,Other,Postgraduate,2.78,1.57,2.55,5.65,4.56,7.22,3.01,54,324,No,Yes,Excellent,52.26,56.12,89.97,95.78,33.3
2840,19,Male,High School,3.67,4.67,3.36,1.38,0.35,4.08,8.55,25,283,No,Yes,Excellent,6.95,99.04,74.73,61.76,64.02
2841,21,Female,Postgraduate,5.03,2.23,3.32,0.47,4.77,4.56,9.15,96,231,Yes,No,Excellent,96.86,20.04,42.94,42.92,70.04
2842,20,Other,Postgraduate,0.77,4.86,2.68,3.7,1.2,6.38,4.2,78,366,Yes,Yes,Poor,18.81,80.36,5.39,42.06,17.19
2843,17,Male,Postgraduate,4.46,3.85,1.74,1.63,3.56,4.8,3.94,15,248,Yes,No,Poor,35.01,58.09,28.92,51.3,71.26
2844,25,Female,High School,5.47,1.12,1.33,4.71,4.54,8.59,4.16,5,249,No,Yes,Poor,42.57,47.58,70.93,53.34,52.54
2845,17,Other,Undergraduate,1.89,3.08,3.18,4.48,2.24,7.62,5.12,20,167,Yes,Yes,Excellent,56.31,99.49,37.69,90.55,41.55
2846,17,Other,Postgraduate,4.72,2.59,1.94,3.44,1.94,6.27,7.63,12,260,Yes,Yes,Excellent,37.92,92.26,78.04,9.98,47.75
2847,21,Other,Postgraduate,5.33,3.03,0.28,3.98,0.01,7.53,5.9,9,257,Yes,No,Excellent,17.06,37.51,51.56,49.63,74.58
2848,25,Other,High School,3.78,3.71,3.52,4.24,0.71,8.08,5.19,89,393,Yes,Yes,Excellent,61.41,93.76,57.69,88.66,27.37
2849,20,Male,Undergraduate,0.53,4.64,4.75,5.24,4.89,4.54,4.11,111,281,Yes,No,Excellent,92.34,13.52,56.16,86.2,65.18
2850,23,Male,Postgraduate,0.88,3.36,3.47,5.13,3.87,6.85,4.17,5,157,Yes,No,Poor,18.5,1.48,15.23,47.87,86.96
2851,19,Female,Undergraduate,3.01,2.28,2.88,4.33,4.51,5.77,6.85,34,278,No,No,Average,62.16,93.21,93.63,69.11,72.15
2852,23,Male,Postgraduate,3.37,4.79,3.31,0.76,3.32,8.1,5.1,67,73,No,Yes,Good,45.43,75.26,91.85,21.52,49.71
2853,19,Male,Undergraduate,7.96,0.78,2.65,4.52,0.31,6.03,3.33,31,340,No,No,Excellent,33.94,9.44,47.45,61.22,34.22
2854,22,Other,Undergraduate,7.4,0.83,0.45,5.82,4.07,4.74,4.93,20,156,Yes,Yes,Average,75.49,74.14,83.77,3.0,62.03
2855,18,Other,Undergraduate,6.69,4.71,1.82,3.28,2.23,7.14,4.56,116,217,Yes,No,Excellent,59.56,13.62,57.63,83.9,37.37
2856,25,Male,Postgraduate,5.01,4.4,3.84,5.4,3.04,6.63,4.56,87,86,Yes,No,Poor,7.19,75.3,46.64,48.24,12.04
2857,20,Male,Postgraduate,3.87,0.72,3.05,4.99,3.73,5.21,2.4,59,128,Yes,Yes,Poor,55.08,18.79,93.83,39.99,74.13
2858,23,Female,High School,5.2,3.7,3.04,1.36,2.89,5.55,4.51,31,219,Yes,Yes,Average,51.55,64.18,76.74,43.75,5.87
2859,21,Male,Undergraduate,6.07,0.72,4.85,4.21,4.3,4.09,2.93,30,326,No,No,Poor,91.09,80.99,68.76,58.72,46.73
2860,21,Male,High School,6.27,0.62,2.46,0.27,4.05,4.87,9.67,77,138,Yes,Yes,Poor,49.78,10.59,75.87,38.08,39.07
2861,17,Male,High School,7.27,3.68,1.87,1.45,0.28,7.15,4.05,111,350,No,No,Good,33.17,98.1,5.11,82.83,9.67
2862,18,Other,High School,6.26,2.47,2.54,2.93,4.23,5.37,9.34,80,268,No,Yes,Excellent,26.17,83.22,18.04,5.58,55.04
2863,22,Other,Undergraduate,5.43,1.52,2.73,4.48,0.71,5.2,3.8,63,384,Yes,Yes,Excellent,53.55,54.62,21.24,66.1,79.05
2864,21,Other,High School,4.05,5.97,3.99,4.37,3.92,4.76,9.25,112,36,No,No,Good,41.19,97.41,32.13,30.88,74.24
2865,19,Male,High School,5.62,4.76,0.57,5.0,0.7,6.72,6.46,115,115,No,Yes,Average,33.34,13.48,97.2,28.77,90.3
2866,21,Male,Postgraduate,5.46,2.45,4.66,0.99,1.37,7.53,3.91,61,308,Yes,Yes,Poor,19.79,44.77,88.35,20.68,68.51
2867,19,Male,High School,7.91,1.45,0.13,5.07,0.75,8.17,4.73,85,288,Yes,Yes,Average,89.03,10.43,51.56,90.28,35.94
2868,21,Other,Postgraduate,2.39,2.4,2.6,5.99,2.07,7.12,3.92,33,310,No,No,Average,16.49,16.52,1.72,20.1,63.23
2869,17,Male,High School,5.36,4.27,4.65,2.84,4.72,7.11,4.07,16,154,Yes,Yes,Good,40.83,52.38,22.39,29.75,15.36
2870,21,Female,Undergraduate,3.14,4.2,4.32,1.3,2.34,7.95,2.81,114,286,Yes,No,Good,67.65,35.4,56.81,14.9,62.8
2871,19,Female,Undergraduate,4.77,1.84,3.83,1.92,3.89,8.96,7.73,69,165,Yes,Yes,Poor,69.52,17.29,37.1,83.32,82.7
2872,24,Female,Undergraduate,6.95,2.19,2.62,1.69,2.81,7.22,8.73,83,337,No,Yes,Average,43.98,88.8,62.7,31.54,18.81
2873,19,Female,Postgraduate,3.43,0.97,4.7,5.75,3.21,7.03,3.21,21,155,Yes,Yes,Average,9.98,96.57,13.8,51.48,40.96
2874,23,Other,Undergraduate,3.12,2.15,1.4,3.18,1.74,4.85,5.42,118,334,No,No,Good,29.28,56.56,9.78,90.89,26.35
2875,20,Female,Postgraduate,2.84,3.87,1.94,1.96,3.84,7.65,2.57,92,119,Yes,No,Poor,34.23,87.41,23.69,36.37,15.34
2876,21,Female,Undergraduate,3.27,2.82,2.01,1.47,4.0,4.04,9.94,117,18,No,No,Good,55.31,90.21,78.52,38.24,79.45
2877,17,Female,Postgraduate,1.56,2.12,4.88,0.5,3.74,7.03,5.53,71,79,No,No,Good,43.83,87.79,25.6,52.32,78.07
2878,19,Male,High School,4.86,2.75,1.82,1.88,1.28,6.96,7.28,61,75,No,No,Average,77.81,6.25,17.8,19.18,27.06
